"","X.1","X","DyadId","ConflictId","Location","SideA","SideA2nd","SideB","SideBID","SideB2nd","Incompatibility","TerritoryName","Year","IntensityLevel","GWNoA","GWNoA2nd","GWNoB","GWNoB2nd","GWNoLoc","Region","South.East.Asia","Version","RelID","RelIDComm","RelIncomp","Jihadist","JihadistRebel","Demand","Med","MedComm","Region.1","East.Asia","Claim.Type","Few.to.many.demands","General.to.specific.aspirations","Unity.to.division","medrel","Nonrelincomp","mednonrel","jihadmed","nonjihadist","nonjihadistmed","relnonjihadmed","count","region","continent","StartYear","Duration","Period","post2001","rebstrength","obs","medlag","logdur","Terror_SideB","internationalized","noninternationalized","intermed","nonintermed"
"981",981,981,839,"1-275","Bangladesh","Government of Bangladesh","","PBCP-J","2051","",2,"",2006,1,"771","","","","771","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,"Southern Asia","Asia",2004,2,4,1,NA,1316,0,0.693147180559945,0,0,1,0,0
"982",982,982,817,"1-276","South Sudan, Sudan","Government of South Sudan","","Government of Sudan","625","",1,"Common border",2012,1,"626","","625","","625, 626","4",NA,"1.0-2016",1,"",0,0,NA,0,1,NA,"Nothern Africa",NA,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"Northern Africa","Africa",2012,0,5,1,NA,1278,NA,0,0,0,1,0,1
"983",983,983,853,"1-277","Myanmar (Burma)","Government of Myanmar (Burma)","","NSCN-K","1066","",1,"Nagaland",1991,1,"775","","","","775","3",1,"1.0-2016",1,"",0,0,NA,0,0,NA,"",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"South-Eastern Asia","Asia",1991,0,1,0,NA,1330,NA,0,0,0,1,0,0
"984",984,984,853,"1-277","Myanmar (Burma)","Government of Myanmar (Burma)","","NSCN-K","1066","",1,"Nagaland",1995,1,"775","","","","775","3",1,"1.0-2016",1,"",0,0,NA,0,0,NA,"East Asia",1,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"South-Eastern Asia","Asia",1991,4,2,0,NA,1331,0,1.38629436111989,0,0,1,0,0
"985",985,985,853,"1-277","Myanmar (Burma)","Government of Myanmar (Burma)","","NSCN-K","1066","",1,"Nagaland",2000,1,"775","","","","775","3",1,"1.0-2016",1,"",0,0,NA,0,0,NA,"East Asia",1,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"South-Eastern Asia","Asia",1991,9,3,0,NA,1332,0,2.19722457733622,0,0,1,0,0
"986",986,986,853,"1-277","Myanmar (Burma)","Government of Myanmar (Burma)","","NSCN-K","1066","",1,"Nagaland",2006,1,"775","","","","775","3",1,"1.0-2016",1,"",0,0,NA,0,0,NA,"East Asia",1,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"South-Eastern Asia","Asia",1991,15,4,1,NA,1333,0,2.70805020110221,0,0,1,0,0
"987",987,987,853,"1-277","Myanmar (Burma)","Government of Myanmar (Burma)","","NSCN-K","1066","",1,"Nagaland",2007,1,"775","","","","775","3",1,"1.0-2016",1,"",0,0,NA,0,0,NA,"East Asia",1,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"South-Eastern Asia","Asia",1991,16,4,1,NA,1334,0,2.77258872223978,0,0,1,0,0
"988",988,988,853,"1-277","Myanmar (Burma)","Government of Myanmar (Burma)","","NSCN-K","1066","",1,"Nagaland",2005,1,"775","","","","775","3",1,"1.0-2016",1,"",0,0,NA,0,0,NA,"East Asia",1,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"South-Eastern Asia","Asia",1991,14,4,1,NA,1335,0,2.63905732961526,0,0,1,0,0
"989",989,989,853,"1-277","Myanmar (Burma)","Government of Myanmar (Burma)","","NSCN-K","1066","",1,"Nagaland",2001,1,"775","","","","775","3",1,"1.0-2016",1,"",0,0,NA,0,0,NA,"East Asia",1,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"South-Eastern Asia","Asia",1991,10,3,0,NA,1336,0,2.30258509299405,0,0,1,0,0
"990",990,990,861,"1-278","Malaysia","Government of Malaysia","","Sultanate of Sulu","4006","",1,"Sabah",2013,1,"820","","","","820","3",1,"1.0-2016",0,"",0,0,NA,0,1,NA,"East Asia",1,NA,NA,NA,NA,0,1,1,0,1,1,0,1,"South-Eastern Asia","Asia",2013,0,5,1,NA,1345,NA,0,0,0,1,0,1
"991",991,991,14273,"1-279","Myanmar (Burma)","Government of Myanmar (Burma)","","PSLF","5965","",1,"Palaung",2014,1,"775","","","","775","3",1,"1.0-2016",0,"",0,0,NA,0,0,NA,"East Asia",1,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"South-Eastern Asia","Asia",1994,20,5,1,NA,1391,NA,2.99573227355399,0,0,1,0,0
"992",992,992,14273,"1-279","Myanmar (Burma)","Government of Myanmar (Burma)","","PSLF","5965","",1,"Palaung",2015,1,"775","","","","775","3",1,"1.0-2016",0,"",0,0,NA,0,0,NA,"",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"South-Eastern Asia","Asia",1994,21,5,1,NA,1392,0,3.04452243772342,0,0,1,0,0
"993",993,993,14273,"1-279","Myanmar (Burma)","Government of Myanmar (Burma)","","PSLF","5965","",1,"Palaung",2013,1,"775","","","","775","3",1,"1.0-2016",0,"",0,0,NA,0,0,NA,"East Asia",1,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"South-Eastern Asia","Asia",1994,19,5,1,NA,1393,0,2.94443897916644,0,0,1,0,0
"994",994,994,14085,"1-280","Ukraine","Government of Ukraine","","Maidan","5817","",2,"",2014,1,"369","","","","369","1",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Eastern Europe","Europe",2014,0,5,1,NA,1379,NA,0,0,0,1,0,0
"995",995,995,14124,"1-281","Ukraine","Government of Ukraine","","Donetsk People's Republic","5840","Government of Russia (Soviet Union)",1,"Donetsk",2014,2,"369","","","365","369","1",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Eastern Europe","Europe",2014,0,5,1,NA,1382,NA,0,0,1,0,0,0
"996",996,996,14184,"1-282","Ukraine","Government of Ukraine","","Lugansk People's Republic","5839","Government of Russia (Soviet Union)",1,"Lugansk",2014,1,"369","","","365","369","1",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Eastern Europe","Europe",2014,0,5,1,NA,1386,NA,0,0,1,0,0,0
"997",997,997,14210,"1-283","Ukraine","Government of Ukraine","","United Armed Forces of Novorossiya","5914","Government of Russia (Soviet Union)",1,"Novorossiya",2014,2,"369","","","365","369","1",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"Eastern Europé",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Eastern Europe","Europe",2014,0,5,1,NA,1387,NA,0,0,1,0,0,0
"998",998,998,14210,"1-283","Ukraine","Government of Ukraine","","United Armed Forces of Novorossiya","5914","Government of Russia (Soviet Union)",1,"Novorossiya",2015,2,"369","","","365","369","1",NA,"1.0-2016",0,"",0,0,NA,0,0,NA,"",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Eastern Europe","Europe",2014,1,5,1,NA,1388,0,0,0,1,0,0,0
"999",999,999,13821,"1-284","Syria","Government of Syria","","PYD","2100","",1,"Rojava Kurdistan",2012,1,"652","","","","652","2",NA,"1.0-2016",1,"Govt Shia Islam, Rebels Sunni Islam",0,0,NA,0,0,NA,"",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Western Asia","Asia",2011,1,5,1,NA,1376,NA,0,0,0,1,0,0
"1000",1000,1000,13821,"1-284","Syria","Government of Syria","","PYD","2100","",1,"Rojava Kurdistan",2013,1,"652","","","","652","2",NA,"1.0-2016",1,"Govt Shia Islam, Rebels Sunni Islam",0,0,NA,0,0,NA,"",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Western Asia","Asia",2011,2,5,1,NA,1377,0,0.693147180559945,0,0,1,0,0
"1001",1001,1001,13821,"1-284","Syria","Government of Syria","","PYD","2100","",1,"Rojava Kurdistan",2015,1,"652","","","","652","2",NA,"1.0-2016",1,"Govt Shia Islam, Rebels Sunni Islam",0,0,NA,0,0,NA,"",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Western Asia","Asia",2011,4,5,1,NA,1378,0,1.38629436111989,0,0,1,0,0
"1002",1002,1002,14619,"1-285","Russia (Soviet Union)","Government of Russia (Soviet Union)","","IS","1076","",1,"Islamic State",2015,1,"365","","","","365","1",NA,"1.0-2016",1,"Govt -Russian Orthodox",1,1,1,1,0,NA,"",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Eastern Europe","Europe",2015,0,5,1,NA,1400,NA,0,1,0,1,0,0
"1003",1003,1003,14620,"1-286","Syria","Government of Syria","","IS","1076","",1,"Islamic State",2013,1,"652","","","","652","2",NA,"1.0-2016",1,"Govt Shia Islam, Rebels Sunni Islam",1,1,1,1,0,NA,"",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Western Asia","Asia",2013,0,5,1,NA,1401,NA,0,0,0,1,0,0
"1004",1004,1004,14620,"1-286","Syria","Government of Syria","","IS","1076","",1,"Islamic State",2014,2,"652","","","","652","2",NA,"1.0-2016",1,"Govt Shia Islam, Rebels Sunni Islam",1,1,1,1,0,NA,"",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Western Asia","Asia",2013,1,5,1,NA,1402,0,0,1,0,1,0,0
"1005",1005,1005,14620,"1-286","Syria","Government of Syria","Government of Iran, Government of Russia (Soviet Union)","IS","1076","",1,"Islamic State",2015,2,"652","630, 365","","","652","2",NA,"1.0-2016",1,"Govt Shia Islam, Rebels Sunni Islam",1,1,1,1,0,NA,"",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Western Asia","Asia",2013,2,5,1,NA,1403,0,0.693147180559945,1,1,0,0,0
"1006",1006,1006,14610,"1-287","Mali","Government of Mali","","FLM","6267","",1,"Macina Empire",2015,1,"432","","","","432","4",NA,"1.0-2016",0,"Ethnic differences but no religious difference",0,0,NA,0,0,NA,"",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Western Africa","Africa",2015,0,5,1,NA,1399,NA,0,0,0,1,0,0
"1007",1007,1007,14320,"1-288","Afghanistan","Government of Afghanistan","Government of Pakistan, Government of United States of America","IS","1076","",1,"Islamic State",2015,1,"700","770, 2","","","700","3",0,"1.0-2016",0,"",1,1,1,1,0,NA,"Central/South Asia",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Southern Asia","Asia",2015,0,5,1,NA,1394,NA,0,1,1,0,0,0
"1008",1008,1008,14666,"1-289","Cameroon","Government of Cameroon","Government of Chad","IS","1076","",1,"Islamic State",2015,1,"471","483","","","471","4",NA,"1.0-2016",1,"Side A: Christian (70% Christians in Cameroon), Side B: Sunni Islam",1,1,1,1,0,NA,"Southern Africa",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Middle Africa","Africa",2015,0,5,1,NA,1405,NA,0,1,1,0,0,0
"1009",1009,1009,405,"1-29","India","Government of India","","PWG","1035","",2,"",1998,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1987,11,2,0,NA,948,NA,2.39789527279837,0,0,1,0,0
"1010",1010,1010,405,"1-29","India","Government of India","","PWG","1035","",2,"",1999,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1987,12,2,0,NA,949,0,2.484906649788,0,0,1,0,0
"1011",1011,1011,405,"1-29","India","Government of India","","PWG","1035","",2,"",2000,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1987,13,3,0,NA,950,0,2.56494935746154,0,0,1,0,0
"1012",1012,1012,405,"1-29","India","Government of India","","PWG","1035","",2,"",2001,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1987,14,3,0,NA,951,0,2.63905732961526,0,0,1,0,0
"1013",1013,1013,405,"1-29","India","Government of India","","PWG","1035","",2,"",2002,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1987,15,3,1,NA,952,0,2.70805020110221,0,0,1,0,0
"1014",1014,1014,405,"1-29","India","Government of India","","PWG","1035","",2,"",2003,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1987,16,3,1,NA,953,0,2.77258872223978,0,0,1,0,0
"1015",1015,1015,405,"1-29","India","Government of India","","PWG","1035","",2,"",2004,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1987,17,3,1,NA,954,0,2.83321334405622,0,0,1,0,0
"1016",1016,1016,405,"1-29","India","Government of India","","PWG","1035","",2,"",1992,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1987,5,1,0,NA,955,0,1.6094379124341,0,0,1,0,0
"1017",1017,1017,405,"1-29","India","Government of India","","PWG","1035","",2,"",1991,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1987,4,1,0,NA,956,0,1.38629436111989,0,0,1,0,0
"1018",1018,1018,405,"1-29","India","Government of India","","PWG","1035","",2,"",1993,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1987,6,1,0,NA,957,0,1.79175946922805,0,0,1,0,0
"1019",1019,1019,405,"1-29","India","Government of India","","PWG","1035","",2,"",1994,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1987,7,1,0,NA,958,0,1.94591014905531,0,0,1,0,0
"1020",1020,1020,405,"1-29","India","Government of India","","PWG","1035","",2,"",1996,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1987,9,2,0,NA,959,0,2.19722457733622,0,0,1,0,0
"1021",1021,1021,405,"1-29","India","Government of India","","PWG","1035","",2,"",1997,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1987,10,2,0,NA,960,0,2.30258509299405,0,0,1,0,0
"1022",1022,1022,406,"1-29","India","Government of India","","MCC","1036","",2,"",1999,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1992,7,2,0,NA,961,0,1.94591014905531,0,0,1,0,0
"1023",1023,1023,406,"1-29","India","Government of India","","MCC","1036","",2,"",2000,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1992,8,3,0,NA,962,0,2.07944154167984,0,0,1,0,0
"1024",1024,1024,406,"1-29","India","Government of India","","MCC","1036","",2,"",2001,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1992,9,3,0,NA,963,0,2.19722457733622,0,0,1,0,0
"1025",1025,1025,406,"1-29","India","Government of India","","MCC","1036","",2,"",2002,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1992,10,3,1,NA,964,0,2.30258509299405,0,0,1,0,0
"1026",1026,1026,406,"1-29","India","Government of India","","MCC","1036","",2,"",2003,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1992,11,3,1,NA,965,0,2.39789527279837,0,0,1,0,0
"1027",1027,1027,406,"1-29","India","Government of India","","MCC","1036","",2,"",2004,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1992,12,3,1,NA,966,0,2.484906649788,0,0,1,0,0
"1028",1028,1028,451,"1-29","India","Government of India","","CPI-Maoist","1037","",2,"",2005,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2004,1,4,1,NA,1075,0,0,0,0,1,0,0
"1029",1029,1029,451,"1-29","India","Government of India","","CPI-Maoist","1037","",2,"",2006,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2004,2,4,1,NA,1076,0,0.693147180559945,0,0,1,0,0
"1030",1030,1030,451,"1-29","India","Government of India","","CPI-Maoist","1037","",2,"",2007,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2004,3,4,1,NA,1077,0,1.09861228866811,0,0,1,0,0
"1031",1031,1031,451,"1-29","India","Government of India","","CPI-Maoist","1037","",2,"",2008,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2004,4,4,1,NA,1078,0,1.38629436111989,0,0,1,0,0
"1032",1032,1032,451,"1-29","India","Government of India","","CPI-Maoist","1037","",2,"",2009,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2004,5,4,1,NA,1079,0,1.6094379124341,0,0,1,0,0
"1033",1033,1033,451,"1-29","India","Government of India","","CPI-Maoist","1037","",2,"",2010,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2004,6,5,1,NA,1080,0,1.79175946922805,0,0,1,0,0
"1034",1034,1034,451,"1-29","India","Government of India","","CPI-Maoist","1037","",2,"",2011,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2004,7,5,1,NA,1081,0,1.94591014905531,0,0,1,0,0
"1035",1035,1035,451,"1-29","India","Government of India","","CPI-Maoist","1037","",2,"",2012,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2004,8,5,1,NA,1082,0,2.07944154167984,0,0,1,0,0
"1036",1036,1036,451,"1-29","India","Government of India","","CPI-Maoist","1037","",2,"",2013,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2004,9,5,1,NA,1083,0,2.19722457733622,0,0,1,0,0
"1037",1037,1037,451,"1-29","India","Government of India","","CPI-Maoist","1037","",2,"",2014,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2004,10,5,1,NA,1084,0,2.30258509299405,0,0,1,0,0
"1038",1038,1038,451,"1-29","India","Government of India","","CPI-Maoist","1037","",2,"",2015,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2004,11,5,1,NA,1085,0,2.39789527279837,0,0,1,0,0
"1039",1039,1039,11932,"1-29","India","Government of India","","CPI-ML-J","3946","",2,"",2000,1,"750","","","","750","3",0,"1.0-2016",0,"",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",1999,1,3,0,NA,1370,0,0,0,0,1,0,0
"1040",1040,1040,14668,"1-290","Niger","Government of Niger","Government of Chad","IS","1076","",1,"Islamic State",2015,1,"436","483","","","436","4",NA,"1.0-2016",0,"94% Muslims in Niger",1,1,1,1,0,NA,"",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Western Africa","Africa",2015,0,5,1,NA,1407,NA,0,1,1,0,0,0
"1041",1041,1041,14667,"1-291","Chad","Government of Chad","","IS","1076","",1,"Islamic State",2015,1,"483","","","","483","4",NA,"1.0-2016",0,"51% Muslims in Chad",1,1,1,1,0,NA,"Northern Africa",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Middle Africa","Africa",2015,0,5,1,NA,1406,NA,0,1,0,1,0,0
"1042",1042,1042,14669,"1-292","Nigeria","Government of Nigeria","Government of Chad, Government of Niger","IS","1076","",1,"Islamic State",2015,2,"475","483, 436","","","475","4",NA,"1.0-2016",1,"Muslim50% Christian 40% The term ""Boko Haram"" comes from the Hausa word boko meaning ""Western or non-Islamic education"" and the Arabic word haram meaning ""sin. This conflict has an religious identity dimension to it, as the government is perceived as Christian-dominated",1,1,1,1,0,NA,"",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Western Africa","Africa",2015,0,5,1,NA,1408,NA,0,1,1,0,0,0
"1043",1043,1043,14609,"1-293","Yemen (North Yemen)","Government of Yemen (North Yemen)","","IS","1076","",1,"Islamic State",2015,1,"678","","","","678","2",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Middle East",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,NA,NA,2015,0,5,1,NA,1398,NA,0,1,0,1,0,0
"1044",1044,1044,10589,"1-294","Kenya","Government of Kenya","","Al-Shabaab","1578","",1,"Northeastern Province and Coast",2015,1,"501","","","","501","4",NA,"1.0-2016",1,"",1,1,1,1,0,NA,"Southern Africa",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Eastern Africa","Africa",2015,0,5,1,NA,1361,NA,0,1,0,1,0,0
"1045",1045,1045,14677,"1-295","Egypt","Government of Egypt","","IS","1076","",1,"Islamic State",2015,1,"651","","","","651","2",NA,"1.0-2016",0,"88% of population Muslims in Egypt",1,1,1,1,0,NA,"Northern Africa",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Northern Africa","Africa",2014,1,5,1,NA,1409,NA,0,1,0,1,0,0
"1046",1046,1046,14685,"1-296","India","Government of India","","UNLFW","6320","",1,"Western South East Asia",2015,1,"750","","","","750","3",0,"1.0-2016",0,"Unclear",0,0,NA,0,0,NA,"South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,"Southern Asia","Asia",2015,0,5,1,NA,1410,NA,0,0,0,1,0,0
"1047",1047,1047,876,"1-297","Lebanon","Government of Lebanon","","IS","1076","",1,"Islamic State",2014,1,"660","","","","660","2",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Middle East",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Western Asia","Asia",2014,0,5,1,NA,1357,NA,0,1,0,1,0,0
"1048",1048,1048,876,"1-297","Lebanon","Government of Lebanon","","IS","1076","",1,"Islamic State",2015,1,"660","","","","660","2",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Middle East",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Western Asia","Asia",2014,1,5,1,NA,1358,0,0,1,0,1,0,0
"1049",1049,1049,14745,"1-298","Libya","Government of Libya","","IS","1076","",1,"Islamic State",2015,1,"620","","","","620","4",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Northern Africa",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,"Northern Africa","Africa",2015,0,5,1,NA,1411,NA,0,1,0,1,0,0
"1050",1050,1050,11199,"1-299","Afghanistan, United Kingdom, United States of America","Government of Afghanistan","","Government of United Kingdom, Government of United States of America","2, 200","",2,"",2001,2,"700","","2, 200","","2, 200, 700","1, 3, 5",0,"1.0-2016",1,"",0,0,NA,0,0,NA,"Central/South Asia",NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,1,NA,NA,2001,0,3,0,NA,1365,NA,0,0,0,1,0,0
"1051",1051,1051,784,"1-33","Yemen (North Yemen)","Government of Yemen (North Yemen)","Government of United States of America","AQAP","1747","",2,"",2014,2,"678","2","","","678","2",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Middle East",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,NA,NA,2009,5,5,1,NA,1243,NA,1.6094379124341,1,1,0,0,0
"1052",1052,1052,784,"1-33","Yemen (North Yemen)","Government of Yemen (North Yemen)","","AQAP","1747","",2,"",2015,1,"678","","","","678","2",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"",NA,2,1,1,1,NA,0,NA,0,0,NA,NA,1,NA,NA,2009,6,5,1,NA,1244,0,1.79175946922805,1,0,1,0,0
"1053",1053,1053,784,"1-33","Yemen (North Yemen)","Government of Yemen (North Yemen)","Government of United States of America","AQAP","1747","",2,"",2013,1,"678","2","","","678","2",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Middle East",NA,2,1,1,1,0,0,0,0,0,0,0,1,NA,NA,2009,4,5,1,NA,1245,0,1.38629436111989,1,1,0,0,0
"1054",1054,1054,784,"1-33","Yemen (North Yemen)","Government of Yemen (North Yemen)","Government of United States of America","AQAP","1747","",2,"",2009,1,"678","2","","","678","2",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Middle East",NA,2,1,1,1,0,0,0,0,0,0,0,1,NA,NA,2009,0,4,1,NA,1246,0,0,1,1,0,0,0
"1055",1055,1055,784,"1-33","Yemen (North Yemen)","Government of Yemen (North Yemen)","Government of United States of America","AQAP","1747","",2,"",2010,1,"678","2","","","678","2",NA,"1.0-2016",0,"",1,1,1,1,0,NA,"Middle East",NA,2,1,1,1,0,0,0,0,0,0,0,1,NA,NA,2009,1,5,1,NA,1247,0,0,1,1,0,0,0
